,ground_truth,prediction,error,bleu_1,bleu_2,bleu_3,bleu_4,correctly_predicted,same_length,active_button_correct,button_color_correct
../datasets/web/train_features/246685E1-01FA-424A-892F-DC827722FA59.npz,START header open_bracket btn-active comma btn-inactive comma btn-inactive comma btn-inactive comma btn-inactive close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,START header open_bracket btn-active comma btn-inactive comma btn-inactive comma btn-inactive comma btn-inactive close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,0.0,1.0,1.0,1.0,1.0,True,True,True,True
../datasets/web/train_features/0EF165CE-974C-4747-92BB-C16156BF7944.npz,START header open_bracket btn-inactive comma btn-active close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-orange close_bracket double open_bracket small-title comma text comma btn-red close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,START header open_bracket btn-inactive comma btn-active close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-orange close_bracket double open_bracket small-title comma text comma btn-red close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,0.0,1.0,1.0,1.0,1.0,True,True,True,True
../datasets/web/train_features/8443A6BB-E5B9-43C3-99A5-E60AEFBC433A.npz,START header open_bracket btn-inactive comma btn-inactive comma btn-active comma btn-inactive close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-red close_bracket double open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,START header open_bracket btn-inactive comma btn-inactive comma btn-inactive comma btn-inactive close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-red close_bracket double open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,0.008547008547008548,0.9914529914529915,0.9827586206896551,0.9739130434782609,0.9649122807017544,False,True,False,False
../datasets/web/train_features/297CC274-9687-4D91-80C2-C7D827903FBD.npz,START header open_bracket btn-inactive comma btn-active close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-green close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,START header open_bracket btn-active comma btn-active close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-green close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,0.008547008547008548,0.9914529914529915,0.9827586206896551,0.9739130434782609,0.9649122807017544,False,True,False,False
../datasets/web/train_features/3CDBAD4A-70C7-4840-8BAF-F7546FADB48C.npz,START header open_bracket btn-inactive comma btn-active comma btn-inactive close_bracket row open_bracket single open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-red close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,START header open_bracket btn-active comma btn-inactive comma btn-inactive close_bracket row open_bracket single open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-red close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,0.017094017094017096,1.0,0.9827586206896551,0.9652173913043478,0.9473684210526315,False,True,False,True
../datasets/web/train_features/71077267-4513-41B9-9BF2-F39059C87E65.npz,START header open_bracket btn-active comma btn-inactive comma btn-inactive close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,START header open_bracket btn-active comma btn-inactive comma btn-inactive close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,0.0,1.0,1.0,1.0,1.0,True,True,True,True
../datasets/web/train_features/A2151C75-C9D5-4733-AD08-C85AE017C988.npz,START header open_bracket btn-active comma btn-inactive comma btn-inactive comma btn-inactive comma btn-inactive close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket single open_bracket small-title comma text comma btn-red close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,START header open_bracket btn-active comma btn-inactive comma btn-inactive comma btn-inactive comma btn-inactive close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket single open_bracket small-title comma text comma btn-red close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,0.0,1.0,1.0,1.0,1.0,True,True,True,True
../datasets/web/train_features/9F388D3F-6B47-459F-BA8D-A597DF178EC3.npz,START header open_bracket btn-inactive comma btn-active comma btn-inactive close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,START header open_bracket btn-inactive comma btn-active comma btn-inactive close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-orange close_bracket close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,0.0,1.0,1.0,1.0,1.0,True,True,True,True
../datasets/web/train_features/BD59B53F-3124-48E7-AD41-2471ADF789F4.npz,START header open_bracket btn-inactive comma btn-inactive comma btn-active comma btn-inactive close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,START header open_bracket btn-inactive comma btn-inactive comma btn-active comma btn-inactive close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-orange close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket double open_bracket small-title comma text comma btn-green close_bracket double open_bracket small-title comma text comma btn-red close_bracket close_bracket row open_bracket single open_bracket small-title comma text comma btn-orange close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,0.0,1.0,1.0,1.0,1.0,True,True,True,True
../datasets/web/train_features/7B6B57B2-C930-4734-9193-07AC712F1FBD.npz,START header open_bracket btn-inactive comma btn-active close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,START header open_bracket btn-inactive comma btn-active close_bracket row open_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-red close_bracket quadruple open_bracket small-title comma text comma btn-green close_bracket close_bracket END PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER PLACEHOLDER,0.0,1.0,1.0,1.0,1.0,True,True,True,True
